Position,Relative_position,Mag_Sus,MSE,Incoherence,Coherence,Inc/Coh,Al,Si,Si/TI,P,S,Cl,Ar,K,Ca,Ti,Mn,Mn/Ti,Fe,Fe/Ti,Fe/S,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,Cd,In,Sn,Sb,Cs,Ba,La,Pr,Nd,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,W,Re,Os,Au,Hg,Pb,Bi,Po,At,Ra,Ac,Th,U
342,393.41,46.94,1.21,23734,62214,0.381489697,295,4489,0.127358357,27,300,60,3908,37352,37547,35247,294,0.008341135,101068,2.867421341,336.8933333,626,87,57,417,160,647,0,709,1076,161,717,107,0,22,84,386,232,521,131,1373,435,650,643,585,0,984,409,583,434,395,19,0,60,0,0,71,22,418,56,0,20,0,30,67,80
342.5,393.91,NaN,1.3,23433,63858,0.366954806,325,4634,0.131259914,0,259,9,3758,37308,38449,35304,1077,0.030506458,95050,2.692329481,366.988417,598,39,31,567,98,889,82,794,1090,130,891,37,64,0,87,375,166,405,74,1272,422,735,670,535,0,864,432,612,395,458,165,8,0,0,0,72,228,127,27,0,0,23,246,176,96
343,394.41,NaN,1.19,22539,65672,0.343205628,348,4690,0.134149481,28,317,51,3914,38157,39062,34961,749,0.021423872,87766,2.5103973,276.8643533,529,150,0,555,114,318,39,803,1072,80,948,86,0,0,60,111,388,335,127,1298,396,597,689,1015,0,831,153,505,256,484,13,14,0,0,0,69,139,466,0,0,0,0,0,155,73
343.5,394.91,NaN,1.18,23145,65003,0.35606049,444,4713,0.131200935,48,282,65,4024,39251,41625,35922,1023,0.02847837,87862,2.445910584,311.5673759,645,0,76,452,85,464,16,752,1209,145,641,0,46,0,0,518,108,452,43,1414,458,620,549,128,0,470,186,593,320,388,156,0,15,0,0,13,73,164,0,0,14,83,240,135,53
344,395.41,47.72,1.22,23010,62185,0.370024926,420,4774,0.127191347,28,302,47,3736,39814,42173,37534,654,0.017424202,91514,2.438162732,303.0264901,670,27,23,537,98,468,0,856,1194,74,706,83,54,15,44,728,0,501,61,1476,488,561,549,541,0,763,242,485,254,377,36,34,36,0,0,0,25,230,0,0,127,0,108,96,0
344.5,395.91,NaN,1.24,22448,61160,0.367037279,379,4792,0.127998291,29,310,43,3724,40567,42767,37438,1270,0.033922752,93318,2.4926011,301.0258065,706,133,26,505,137,533,0,759,1153,209,554,78,60,0,75,131,390,451,54,1440,371,626,772,447,0,564,227,494,292,463,10,59,22,0,23,58,115,71,66,87,5,22,375,0,99
345,396.41,NaN,1.31,23445,62023,0.378004934,452,4833,0.133478789,35,325,67,3734,39682,44811,36208,1979,0.05465643,89644,2.475806452,275.8276923,500,110,64,344,103,447,0,805,1230,30,671,31,45,40,172,397,324,589,154,1527,542,540,712,1143,27,981,334,472,216,373,0,105,90,56,0,36,0,331,68,78,41,84,69,63,0
345.5,396.91,NaN,1.23,22275,59997,0.371268563,349,4599,0.128013138,36,312,81,3731,39969,47572,35926,804,0.022379335,87198,2.42715582,279.4807692,583,59,40,556,111,473,38,883,1330,120,598,55,9,14,111,547,193,413,145,1387,501,763,668,755,0,939,147,486,198,444,0,4,128,0,64,0,184,165,80,21,28,63,258,25,125
346,397.41,48.87,1.2,23410,60255,0.388515476,460,4790,0.128349411,20,292,46,3910,41088,49485,37320,1358,0.036387996,87573,2.346543408,299.9075342,583,182,75,661,127,447,0,703,1178,123,742,27,0,43,9,444,93,578,107,1367,375,616,473,608,55,718,304,414,240,310,0,4,77,0,65,0,84,344,40,101,159,0,99,55,168
346.5,397.91,NaN,1.27,23701,61524,0.385231779,403,5065,0.133082845,16,298,85,3774,42341,49260,38059,1279,0.033605717,90317,2.373078641,303.0771812,587,119,66,731,78,459,0,800,1273,135,674,56,66,52,89,207,314,567,97,1366,553,548,416,722,189,761,309,281,268,230,34,17,50,0,0,0,139,136,27,93,11,32,263,139,41
347,398.41,NaN,1.19,21940,61775,0.355159854,405,4747,0.123212293,35,317,72,3709,41535,49917,38527,1310,0.034002128,90916,2.359799621,286.8012618,616,97,79,614,22,313,57,848,1212,100,690,49,29,0,130,676,165,493,85,1433,425,647,916,393,8,530,252,402,292,462,133,0,0,0,103,141,153,526,0,0,0,0,0,102,54
347.5,398.91,NaN,1.13,23268,60681,0.383447867,382,4694,0.123163308,0,313,107,3724,41699,49480,38112,939,0.024637909,91139,2.391346558,291.1789137,575,77,93,375,25,807,0,883,1194,70,372,62,152,0,29,830,119,523,30,1448,496,545,461,1129,0,724,310,497,315,345,108,0,0,59,0,19,0,0,43,32,60,39,594,147,0
348,399.41,49.01,1.25,22222,63190,0.351669568,373,4431,0.119090494,0,282,69,3979,40908,48108,37207,852,0.022898917,89595,2.408014621,317.712766,663,46,0,529,71,517,26,874,1170,47,486,44,39,18,9,509,165,576,35,1435,399,641,730,615,0,897,185,558,262,477,29,36,77,0,82,55,181,119,18,0,4,0,307,85,38
348.5,399.91,NaN,1.36,23593,60094,0.392601591,399,4780,0.133691335,31,366,73,3971,38855,46066,35754,1004,0.028080774,88114,2.46445153,240.7486339,608,152,29,527,40,629,0,815,1092,83,700,95,82,46,108,585,125,539,159,1476,443,710,357,1224,0,983,198,479,199,471,0,85,65,0,67,0,0,0,0,0,56,0,376,51,36
349,400.41,NaN,1.19,23640,59809,0.395258239,386,4826,0.134717919,43,340,61,3983,38753,43714,35823,1232,0.034391313,90589,2.52879435,266.4382353,573,148,81,530,18,393,54,834,1164,195,741,0,35,62,39,761,19,630,192,1515,382,767,620,795,0,941,289,510,298,316,0,13,77,0,0,27,141,466,56,0,89,36,28,150,79
349.5,400.91,NaN,1.31,24566,62690,0.391864731,351,4366,0.124083442,55,316,87,3755,38644,42564,35186,1582,0.044961064,90891,2.583158074,287.6297468,785,198,64,483,148,548,0,879,1180,243,662,71,63,54,94,591,98,580,179,1476,382,816,537,797,81,913,223,409,120,372,0,50,219,0,18,0,25,234,63,0,142,54,251,81,30
350,401.41,48.68,1.2,24608,62060,0.396519497,348,4410,0.12501063,24,324,52,3913,37738,41249,35277,1402,0.039742608,91411,2.591235082,282.132716,798,160,0,382,62,814,46,891,1200,155,749,80,23,12,117,557,124,506,167,1586,369,753,643,463,0,1036,233,532,273,407,27,21,0,44,0,39,0,0,24,0,87,40,288,145,0
350.5,401.91,NaN,1.24,24624,60254,0.408669964,331,4110,0.116944089,36,268,48,3871,36753,40649,35145,841,0.023929435,92624,2.635481576,345.6119403,759,150,111,298,131,744,49,571,1078,74,671,107,52,27,146,405,235,500,149,1579,509,642,546,656,22,1152,409,533,360,415,122,36,0,234,0,163,0,185,178,11,29,0,260,101,103
351,402.41,NaN,1.25,25296,61231,0.413124071,341,4069,0.119192688,0,309,85,3907,35841,39164,34138,1207,0.035356494,95138,2.786865077,307.8899676,687,145,92,529,28,822,0,740,1137,142,549,38,0,78,75,589,146,515,152,1451,431,671,473,840,125,836,288,381,200,227,0,6,83,0,0,0,28,36,0,11,0,0,437,180,34
351.5,402.91,NaN,1.22,23733,63535,0.373542142,291,3782,0.112526034,0,311,25,3938,35746,38443,33610,1513,0.045016364,92664,2.757036596,297.9549839,641,165,72,556,135,724,0,732,1083,131,690,89,216,22,0,339,132,544,134,1397,460,577,844,790,38,753,336,463,292,392,0,137,103,0,0,38,36,215,83,88,106,18,216,120,32
352,403.41,49.16,1.29,24482,59937,0.408462219,413,4348,0.127015658,10,240,55,4058,37261,39396,34232,1170,0.034178546,90010,2.629411077,375.0416667,626,190,59,401,135,730,0,780,1175,206,719,24,58,0,63,448,33,544,80,1472,429,482,246,382,0,874,246,525,241,332,0,21,184,88,0,0,0,49,0,35,94,0,333,108,0
352.5,403.91,NaN,1.15,23566,60904,0.386936819,386,4578,0.1305352,24,327,112,3941,37143,41187,35071,1352,0.038550369,89731,2.55855265,274.4067278,564,173,67,462,79,770,33,772,1109,155,581,32,66,48,56,880,0,593,152,1719,465,635,796,1067,33,1018,437,393,246,203,0,0,119,27,0,0,0,0,45,0,94,42,493,152,73
353,404.41,NaN,1.27,23410,63419,0.369132279,332,4388,0.123807912,38,264,14,3911,36680,41358,35442,922,0.026014333,88672,2.501890413,335.8787879,646,41,65,678,118,355,17,863,1306,89,895,112,25,5,91,337,295,466,125,1387,403,653,720,226,0,882,272,660,433,340,0,0,64,0,66,23,248,489,95,40,120,134,147,131,20
353.5,404.91,NaN,1.18,23662,64736,0.365515324,306,3774,0.110736187,5,233,36,3904,35245,42104,34081,914,0.026818462,85140,2.498166134,365.4077253,649,189,7,558,182,676,6,758,1311,160,859,52,44,32,6,382,262,545,114,1375,385,571,610,698,0,814,296,534,207,532,0,102,152,0,0,0,119,148,33,61,95,70,238,231,74
354,405.41,52.27,1.29,23084,63916,0.361161525,320,3907,0.112366983,37,229,48,4088,36279,43135,34770,1326,0.038136324,83755,2.408829451,365.7423581,531,184,0,591,34,703,0,742,1227,189,801,0,39,0,27,489,62,512,126,1473,427,679,833,828,0,808,167,558,203,446,0,49,250,0,22,0,37,57,44,83,207,105,332,105,74
354.5,405.91,NaN,1.31,26015,59544,0.436903802,331,4320,0.121823976,46,288,85,3994,36601,43707,35461,1526,0.043033191,84172,2.373649925,292.2638889,644,140,56,527,91,481,14,795,1232,183,823,0,0,16,96,728,0,726,94,1591,598,442,127,409,69,836,354,497,278,355,0,35,84,0,0,0,75,311,58,61,97,44,11,170,138
355,406.41,NaN,1.26,24463,60887,0.401777062,353,3923,0.109906427,10,271,64,3796,36176,41916,35694,603,0.016893596,85001,2.381380624,313.6568266,505,83,124,618,67,613,0,908,1268,129,833,79,37,79,96,763,0,538,170,1557,390,705,634,1235,0,987,416,535,257,194,0,0,153,0,0,0,117,155,107,0,54,81,254,78,0
355.5,406.91,NaN,1.15,25698,62205,0.413117917,259,3650,0.104503679,0,251,39,3913,35154,39835,34927,816,0.023363014,87541,2.506399061,348.7689243,602,0,16,602,60,674,0,819,1217,217,691,70,94,10,166,697,0,470,146,1578,473,613,492,1147,0,1130,140,559,148,470,108,31,0,0,48,50,35,148,27,47,19,57,309,159,14
356,407.41,53.95,1.2,24934,62088,0.40159129,382,4467,0.124276653,21,272,43,3869,37809,41796,35944,1153,0.032077676,90924,2.529601602,334.2794118,561,128,127,564,183,722,126,988,1194,90,755,147,52,44,51,775,0,490,119,1442,491,676,587,725,31,1203,411,531,318,324,40,0,0,0,37,66,97,50,106,0,0,49,390,100,110
356.5,407.91,NaN,1.18,23067,62547,0.368794666,405,4817,0.135801077,10,257,48,3922,38671,41562,35471,1844,0.05198613,88372,2.49138733,343.8599222,665,126,132,601,153,752,0,691,1221,190,628,130,157,0,62,252,318,456,79,1294,368,675,881,115,0,763,292,623,298,323,0,87,206,0,72,0,113,19,39,104,160,50,396,120,8
357,408.41,NaN,1.28,22929,63285,0.362313344,383,4303,0.124084434,26,265,50,4063,37313,41462,34678,1130,0.032585501,86123,2.483505392,324.9924528,617,169,89,305,88,734,0,748,1087,177,569,52,68,0,62,364,193,446,101,1286,418,689,611,556,0,853,342,526,252,366,83,37,0,172,0,26,0,0,0,0,45,0,559,150,34
357.5,408.91,NaN,1.24,23005,64288,0.357842832,384,4400,0.126534955,34,340,80,4110,37926,41480,34773,1749,0.050297645,87491,2.516061312,257.3264706,605,94,0,622,116,296,16,704,1137,162,823,55,35,60,71,499,157,522,165,1503,472,606,843,835,19,844,368,542,233,464,19,61,37,0,40,0,46,490,35,0,73,0,0,42,7
358,409.41,50.85,1.33,23111,61995,0.372788128,381,4654,0.132880311,60,306,92,3867,38638,42733,35024,1173,0.03349132,88510,2.527124258,289.248366,587,0,89,792,165,444,0,868,1256,92,714,73,0,29,75,492,119,585,114,1520,510,633,751,538,0,650,163,647,338,351,12,0,36,0,0,28,183,352,105,16,98,103,183,129,77
358.5,409.91,NaN,1.13,22999,62744,0.366552977,432,4436,0.121915022,12,275,18,4124,39789,43261,36386,1377,0.037844226,89184,2.451052603,324.3054545,702,156,27,458,87,517,0,810,1142,32,707,36,75,0,0,226,353,440,71,1392,360,709,562,806,0,798,312,485,162,449,0,90,14,0,0,0,84,254,0,68,0,20,105,41,121
359,410.41,NaN,1.26,24675,63475,0.388735723,397,4533,0.119996823,60,372,123,3900,40618,45857,37776,559,0.014797755,91461,2.421140407,245.8629032,600,82,31,544,128,686,0,758,1222,121,602,28,54,68,74,424,230,536,220,1559,460,645,475,750,134,895,354,501,268,334,50,39,12,0,0,0,109,109,71,37,117,45,168,117,0
359.5,410.91,NaN,1.31,23565,61749,0.381625613,484,4672,0.124480443,15,390,135,3905,41394,46745,37532,1285,0.034237451,94762,2.524832143,242.9794872,591,154,143,444,106,650,6,872,1163,148,592,8,41,45,64,562,66,559,138,1493,436,611,778,620,0,1047,339,568,335,285,0,0,189,33,0,0,0,149,56,31,132,5,292,56,48
360,411.41,46.79,1.1,22873,60219,0.379830286,351,4568,0.121515216,0,321,25,3932,41113,46547,37592,1511,0.040194722,96921,2.578234731,301.9345794,643,116,52,587,68,565,6,804,1080,42,518,28,46,44,30,504,48,533,124,1353,443,640,797,458,0,900,448,556,380,295,43,24,0,0,0,32,99,391,0,0,23,29,106,223,0
360.5,411.91,NaN,1.12,22515,60644,0.371265088,423,4715,0.126505862,41,315,78,4004,40609,44943,37271,1343,0.036033377,94579,2.537602962,300.2507937,758,76,0,422,68,433,0,801,1130,149,753,0,16,24,32,283,203,544,107,1473,517,611,747,204,12,691,153,534,304,493,13,16,34,33,0,12,76,529,121,14,136,75,0,80,93
361,412.41,NaN,1.15,24965,61202,0.407911506,329,4277,0.11969663,0,279,62,4061,38449,42317,35732,1148,0.032128064,90375,2.529245494,323.9247312,665,170,56,610,161,638,143,969,1025,68,657,0,90,0,61,637,0,386,153,1392,471,622,406,548,140,773,322,361,276,322,69,52,0,0,5,47,95,187,94,0,104,51,243,91,0
361.5,412.91,NaN,1.21,22923,63100,0.363280507,432,4668,0.134272976,28,212,58,3965,38598,41072,34765,1088,0.031295844,86770,2.49590105,409.2924528,634,30,22,503,67,577,0,832,1046,131,728,92,13,12,27,485,217,461,103,1421,426,491,772,333,0,749,327,565,311,372,94,0,0,0,0,65,44,235,0,21,0,36,242,227,82
362,413.41,43.56,1.11,22643,61310,0.36931985,469,4890,0.143020093,28,253,54,4084,38890,41205,34191,656,0.019186336,85407,2.497938054,337.5770751,565,182,9,639,98,713,0,836,1067,159,720,115,20,48,30,505,79,620,148,1493,436,691,637,963,37,750,399,375,220,316,0,43,49,0,0,89,100,245,90,81,76,22,279,103,70
362.5,413.91,NaN,1.25,22646,60201,0.376173153,324,4506,0.129045192,14,219,38,4101,37349,40008,34918,1052,0.030127728,88061,2.52193711,402.1050228,700,135,78,486,178,617,102,740,1172,137,791,27,121,0,34,771,0,504,86,1374,417,628,654,585,0,680,315,483,232,408,28,80,70,0,37,53,103,437,154,0,50,99,21,24,55
363,414.41,NaN,1.16,23257,67299,0.3455772,408,4397,0.129491106,56,235,94,3970,37241,39167,33956,1334,0.039286135,93839,2.763546943,399.3148936,640,161,44,544,118,746,22,743,1224,190,625,56,75,32,90,451,64,421,166,1493,455,792,693,290,54,940,336,501,366,371,0,0,97,0,81,0,131,296,72,14,103,91,188,93,133
363.5,414.91,NaN,1.5,23641,62876,0.37599402,416,4649,0.13749963,50,249,81,3975,38501,39767,33811,1394,0.041229186,94642,2.799148206,380.0883534,662,132,31,776,43,608,0,688,1033,161,810,0,0,47,122,430,288,479,104,1456,412,675,525,552,68,712,370,334,256,257,95,9,0,0,0,141,212,437,8,0,0,0,0,123,63
364,415.41,43.26,1.2,22499,60482,0.371994974,357,4722,0.134952844,46,288,42,3961,39119,40770,34990,611,0.017462132,90802,2.59508431,315.2847222,680,20,32,510,120,816,98,642,988,147,667,65,94,0,79,341,144,451,85,1407,419,709,604,602,0,726,305,519,278,368,194,48,0,0,0,124,47,85,0,0,0,0,388,0,152
364.5,415.91,NaN,1.27,22232,66801,0.332809389,381,4584,0.130460768,0,298,74,3958,38450,42008,35137,1344,0.038250277,85887,2.444346415,288.2114094,660,119,29,623,26,589,0,720,1095,155,696,94,43,0,91,717,65,540,135,1469,456,707,812,788,0,883,357,525,159,322,0,77,77,0,18,0,132,357,98,98,78,0,62,122,29
365,416.41,NaN,1.19,23870,63807,0.374096886,406,4611,0.126926888,81,317,93,3837,38945,44518,36328,1779,0.048970491,87335,2.404068487,275.5047319,623,90,51,610,111,635,79,883,1230,133,805,35,0,78,92,864,0,713,139,1605,588,627,638,461,109,942,216,415,159,412,50,51,33,0,44,23,221,299,120,0,96,15,84,46,174
365.5,416.91,NaN,1.2,24206,62270,0.388726514,416,4618,0.125865358,6,271,40,3795,39795,44323,36690,1780,0.048514582,89562,2.441046607,330.4870849,577,105,118,579,53,541,0,814,1106,181,787,76,49,47,18,570,212,514,70,1321,443,643,698,799,0,874,373,505,242,288,56,57,57,0,0,0,103,389,0,0,59,0,40,125,75
366,417.41,45.23,1.21,23512,65055,0.361417262,460,4602,0.129418713,65,238,78,3861,38938,44585,35559,731,0.020557384,86993,2.446441126,365.5168067,608,74,7,503,91,1051,39,820,1071,205,521,107,67,22,71,483,182,487,142,1563,337,650,711,763,0,1046,111,578,139,533,169,108,0,0,7,33,63,0,27,0,58,11,560,194,61
366.5,417.91,NaN,1.22,25074,62343,0.402194312,396,4633,0.131919134,46,311,90,3974,39290,45163,35120,1623,0.046212984,87392,2.488382688,281.0032154,592,146,54,513,63,674,43,741,1262,191,625,67,6,27,124,831,0,679,174,1583,414,653,459,1036,37,1124,289,491,285,363,25,62,0,0,0,192,61,173,25,36,0,87,285,75,120
367,418.41,NaN,1.34,23295,62092,0.375169104,366,4452,0.120536077,0,293,64,3913,40265,47127,36935,1234,0.033410045,91443,2.475781779,312.0921502,587,100,27,542,73,586,0,876,1228,229,597,0,0,0,86,425,183,593,105,1549,442,681,641,704,0,1027,181,593,306,394,0,5,58,0,17,0,80,275,46,13,0,0,223,50,88
367.5,418.91,NaN,1.24,24608,59539,0.413308924,338,4161,0.110468049,0,265,71,3806,39496,46872,37667,1245,0.033052805,94640,2.512544137,357.1320755,604,89,0,571,76,545,0,882,1078,125,593,0,56,18,117,597,133,615,96,1453,396,740,464,839,9,1033,295,461,200,416,42,14,14,0,0,0,24,356,0,13,114,83,111,218,76
368,419.41,46.2,1.09,24449,61778,0.395755771,373,4149,0.111607263,41,285,93,3815,39366,45698,37175,1397,0.037579018,95661,2.573261601,335.6526316,554,127,33,554,88,493,47,771,1120,127,589,28,88,25,143,424,172,558,185,1464,495,676,601,883,49,842,331,449,322,385,52,53,4,0,24,101,95,608,95,0,34,0,0,134,117
368.5,419.91,NaN,1.19,22978,61953,0.370894065,389,4599,0.124106107,14,266,64,3978,40077,43953,37057,1197,0.032301589,94733,2.556413093,356.1390977,654,40,0,524,70,897,0,738,999,170,469,0,0,0,39,133,411,563,154,1351,453,638,746,800,0,1092,206,556,120,500,31,108,0,0,0,43,0,86,22,96,0,0,401,0,10
369,420.41,NaN,1.18,22399,61267,0.365596488,444,4628,0.126860558,35,253,56,3945,39082,41157,36481,1039,0.028480579,93905,2.574079658,371.1660079,848,132,31,514,106,834,0,777,1089,147,628,95,74,19,48,366,228,447,132,1462,464,782,747,323,8,772,325,533,215,543,0,95,139,28,0,38,168,329,71,41,50,110,230,68,79
369.5,420.91,NaN,1.1,23376,61649,0.3791789,419,4527,0.125631348,32,296,58,3817,37335,41290,36034,1173,0.032552589,93605,2.597685519,316.2331081,705,98,0,563,78,947,29,805,1065,156,667,102,78,0,32,728,54,528,98,1397,459,745,723,679,0,774,297,535,256,422,25,46,17,0,19,0,80,24,26,0,37,45,262,35,88
370,421.41,46.94,1.21,24738,62021,0.398864901,372,4478,0.128460369,0,206,51,3745,36973,40739,34859,1759,0.050460426,91333,2.620069423,443.3640777,613,172,67,420,95,888,0,606,1089,157,707,13,44,57,68,542,67,489,120,1412,344,635,642,208,61,1083,378,549,323,353,0,11,60,74,0,0,49,247,6,145,202,59,67,183,77
370.5,421.91,NaN,1.24,24219,65401,0.370315439,390,4429,0.128198449,28,255,59,3884,37019,42367,34548,1182,0.034213268,93135,2.695814519,365.2352941,757,94,104,475,139,1012,71,819,1059,174,735,114,6,25,0,763,24,475,61,1484,373,631,855,867,0,1034,377,602,278,369,24,0,0,0,0,72,0,22,0,0,11,0,278,215,139
371,422.41,NaN,1.24,24856,62311,0.39890228,390,4223,0.126116171,22,239,80,3869,35819,41594,33485,1389,0.04148126,89463,2.671733612,374.3221757,657,221,38,460,92,843,0,764,1099,231,605,111,89,42,51,218,394,384,97,1394,399,544,345,394,113,634,316,449,327,417,0,0,142,24,76,0,0,110,88,68,70,0,377,0,56
371.5,422.91,NaN,1.25,23913,62287,0.383916387,287,4174,0.124686342,0,252,78,3981,36277,40764,33476,946,0.028259051,92058,2.749970128,365.3095238,683,0,0,568,62,617,0,670,1109,133,714,68,6,65,128,517,110,561,62,1412,418,742,841,483,0,910,217,533,234,471,193,79,0,0,0,106,138,481,120,104,0,0,0,147,59
372,423.41,48.76,1.18,22251,62864,0.353954569,399,4316,0.126695239,15,240,93,4140,37537,43021,34066,834,0.024481888,95990,2.817765514,399.9583333,591,146,107,611,115,788,15,719,1095,130,670,66,24,13,110,384,219,571,171,1406,361,709,1017,857,15,810,548,443,357,293,47,0,44,0,64,42,140,378,51,91,34,142,11,76,101
372.5,423.91,NaN,1.2,23888,62669,0.381177297,410,4545,0.130173278,25,227,68,4008,38290,43966,34915,1220,0.034942002,92433,2.64737219,407.1938326,540,224,122,815,150,723,0,730,932,40,729,91,169,0,39,538,130,520,138,1300,455,650,627,1094,0,913,436,476,360,409,41,40,70,0,21,10,163,428,29,59,47,22,0,0,53
373,424.41,NaN,1.14,23948,62729,0.381769198,359,4347,0.127056967,0,234,51,3936,38233,45293,34213,1351,0.039487914,89251,2.608686756,381.4145299,698,68,75,577,76,662,31,706,1037,94,761,100,31,0,123,402,225,646,156,1301,466,706,718,614,30,760,209,519,222,414,0,60,83,5,108,0,4,376,64,0,76,0,23,0,0
373.5,424.91,NaN,1.21,25124,67844,0.370320146,358,4173,0.122325145,11,214,30,3922,35781,45520,34114,215,0.006302398,85248,2.498915401,398.3551402,621,132,112,454,94,813,13,772,1157,235,597,80,0,23,50,510,75,522,27,1403,442,507,365,1102,0,725,330,488,287,321,75,7,0,0,0,0,0,120,0,0,0,0,231,96,125
374,425.41,52.39,1.3,23852,60624,0.393441541,364,4163,0.121331351,41,271,87,4019,35978,45233,34311,1106,0.03223456,86931,2.533618956,320.7785978,557,85,93,484,82,1297,0,840,1107,89,267,60,0,77,4,558,123,521,121,1466,446,600,640,764,0,795,257,450,204,322,0,13,132,53,0,0,0,0,0,19,184,0,929,115,0
374.5,425.91,NaN,1.13,22883,60547,0.3779378,401,4317,0.124341139,15,219,25,4020,36696,45410,34719,1213,0.034937642,89242,2.570408134,407.4977169,667,62,55,470,26,659,15,864,1225,119,697,114,56,67,72,524,51,503,130,1422,368,553,707,57,20,805,269,557,362,397,174,6,0,0,29,79,172,297,113,24,0,61,168,74,76
375,426.41,NaN,1.2,23609,61264,0.385364978,428,4399,0.124996448,18,204,80,3958,37904,44108,35193,799,0.022703379,88435,2.512857671,433.504902,714,95,23,505,59,857,41,790,1158,58,709,143,86,0,61,153,360,529,125,1279,394,732,513,608,0,829,308,477,231,490,42,134,17,34,0,53,61,263,0,0,16,0,88,82,70
375.5,426.91,NaN,1.28,23775,61453,0.386881031,346,4420,0.12820141,51,243,49,4023,36571,42821,34477,697,0.020216376,89540,2.597093715,368.4773663,823,14,19,689,120,1158,5,725,1086,179,496,66,60,45,31,503,223,536,108,1479,426,730,540,0,0,868,115,612,242,567,96,71,0,0,33,57,150,0,119,243,33,156,420,89,0
376,427.41,60,1.25,22819,62301,0.366270204,432,4596,0.127418908,58,285,99,4173,37193,42960,36070,789,0.021874134,90942,2.521264208,319.0947368,626,79,32,498,128,1296,0,731,1214,232,448,96,0,0,56,592,45,450,138,1512,442,617,653,531,0,738,204,483,374,435,0,0,105,5,18,0,70,0,41,141,146,46,602,149,98
376.5,427.91,NaN,1.26,22540,61826,0.364571539,462,4926,0.138168967,95,287,92,3980,38290,41594,35652,630,0.017670818,93966,2.635644564,327.4076655,700,6,49,535,27,1021,29,812,1106,62,608,84,0,0,80,755,108,511,175,1555,510,715,685,270,0,813,185,516,259,508,238,12,0,0,0,128,91,4,12,0,0,41,388,57,163
377,428.41,NaN,1.13,22844,62922,0.363052668,460,4873,0.135779765,39,300,87,3863,38150,42933,35889,1473,0.041043217,94191,2.624508902,313.97,734,26,33,541,82,760,0,712,1042,81,761,94,37,98,99,423,56,576,162,1522,537,668,787,502,0,712,315,567,336,438,125,0,0,45,86,31,47,463,101,72,71,0,0,93,74
